primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
Falciani's Tax Bomb: The Man Behind the Swiss Leaks,2015,90,Documentary,6.8,63
Halloween: The Devil's Autumn,2020,52,Horror,5.1,34
Power & Money,2021,\N,Drama,8.5,20
Cinderella,1961,84,Musical,7.2,88
This is Ye,2023,48,Documentary,2.7,37
Zátah,1985,83,Crime,4.8,14
Cymbeline,2014,98,"Crime,Drama,Thriller",3.7,4443
Krasna Malanka,2013,52,Documentary,7.0,26
The Ape,2005,90,"Comedy,Drama",4.3,1055
Naan Than Bala,2014,160,Drama,5.8,71
"Do Something, Jake",2018,109,"Crime,Drama,Thriller",6.8,124
Last Stop,2016,92,"Drama,Thriller",4.5,66
That Beautiful Somewhere,2006,93,"Drama,Fantasy,Mystery",5.2,634
Boss Climax abhi Baki hai,2022,139,"Comedy,Drama",9.1,36
Angel Applicant,2023,74,Documentary,8.6,18
The Post,2017,116,"Biography,Drama,History",7.2,172283
NOT ME - A Journey with Not Vital,2020,78,Documentary,6.1,15
Her Melody,1940,98,Comedy,5.0,24
Feel Good,2015,110,Romance,7.0,34
Half a Loaf of Kung Fu,1978,97,"Action,Comedy",5.6,2385
The Bandit,2011,86,"Crime,Thriller",5.2,241
Cinco locos a millón,1982,\N,Comedy,8.7,17
Skin Trade,2010,78,Documentary,8.5,49
Love and Friendship,1946,\N,\N,5.3,9
Cold-Blooded Killers,2017,75,Crime,3.5,20
Sundarpur Chaos,2024,114,Drama,4.7,9
Nelly Don the Musical Movie,2023,112,Musical,7.6,28
